ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
B11506,-22.9026,-43.27529,2026-04-07 15:56:22-03:00,11,669,2026-04-07 15:56:29-03:00,2026-04-07 15:56:58-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,7.0,29.0
A48050,-22.90833,-43.17718,2026-04-07 15:53:07-03:00,0,201,2026-04-07 15:53:21-03:00,2026-04-07 15:53:50-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,14.0,29.0
A29106,-22.9792,-43.23145,2026-04-07 16:29:57-03:00,0,LECD127,2026-04-07 16:29:57-03:00,2026-04-07 16:30:11-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,0.0,14.0
C47466,-22.92233,-43.23299,2026-04-07 16:07:12-03:00,24,600,2026-04-07 16:07:17-03:00,2026-04-07 16:07:44-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,5.0,27.0
B58014,-22.84624,-43.28674,2026-04-07 15:52:46-03:00,0,621,2026-04-07 15:52:53-03:00,2026-04-07 15:53:04-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,7.0,11.0
B28501,-22.89015,-43.22161,2026-04-07 16:04:30-03:00,0,492,2026-04-07 16:04:32-03:00,2026-04-07 16:04:44-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,2.0,12.0
A63538,-22.94342,-43.16111,2026-04-07 16:22:57-03:00,0,107,2026-04-07 16:23:09-03:00,2026-04-07 16:23:26-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,12.0,17.0
B25525,-22.90999,-43.27963,2026-04-07 16:00:19-03:00,16,232,2026-04-07 16:00:50-03:00,2026-04-07 16:00:58-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,31.0,8.0
D86229,-23.05569,-43.55835,2026-04-07 16:10:43-03:00,29,867,2026-04-07 16:11:04-03:00,2026-04-07 16:11:35-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,21.0,31.0
D86207,-22.88624,-43.47595,2026-04-07 16:25:42-03:00,0,802,2026-04-07 16:25:44-03:00,2026-04-07 16:26:03-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,2.0,19.0
C47576,-22.99365,-43.44757,2026-04-07 16:00:44-03:00,15,554,2026-04-07 16:00:55-03:00,2026-04-07 16:01:06-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,11.0,11.0
D33016,-22.91026,-43.23236,2026-04-07 16:24:52-03:00,44,383,2026-04-07 16:24:57-03:00,2026-04-07 16:25:14-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,5.0,17.0
D86292,-22.97043,-43.68932,2026-04-07 15:46:35-03:00,25,871,2026-04-07 15:46:44-03:00,2026-04-07 15:46:50-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,9.0,6.0
D13043,-22.98947,-43.30154,2026-04-07 16:09:56-03:00,31,878,2026-04-07 16:10:04-03:00,2026-04-07 16:10:18-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,8.0,14.0
B27241,-22.86773,-43.27345,2026-04-07 15:54:12-03:00,0,629,2026-04-07 15:54:16-03:00,2026-04-07 15:54:28-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,4.0,12.0
B10416,-22.90722,-43.17374,2026-04-07 16:25:37-03:00,0,2342,2026-04-07 16:25:46-03:00,2026-04-07 16:25:49-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,9.0,3.0
C50016,-22.9387,-43.37213,2026-04-07 16:17:31-03:00,34,810,2026-04-07 16:24:44-03:00,2026-04-07 16:24:50-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,433.0,6.0
B27131,-22.8726,-43.28074,2026-04-07 16:15:45-03:00,3,629,2026-04-07 16:15:49-03:00,2026-04-07 16:15:56-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,4.0,7.0
C47568,-23.01629,-43.51994,2026-04-07 16:01:58-03:00,16,554,2026-04-07 16:02:08-03:00,2026-04-07 16:02:37-03:00,2026-04-07 16:43:46,2026-04-07,16,1,Tuesday,10.0,29.0
C50034,-22.92332,-43.23079,2026-04-07 15:50:47-03:00,0,302,2026-04-07 15:50:51-03:00,2026-04-07 15:51:04-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,4.0,13.0
B32818,-22.88387,-43.27687,2026-04-07 15:55:02-03:00,37,296,2026-04-07 15:55:11-03:00,2026-04-07 15:55:31-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,9.0,20.0
A72015,-22.9022,-43.2803,2026-04-07 15:50:30-03:00,23,691,2026-04-07 15:50:34-03:00,2026-04-07 15:50:50-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,4.0,16.0
B44524,-22.86212,-43.36765,2026-04-07 16:41:17-03:00,33,638,2026-04-07 16:41:31-03:00,2026-04-07 16:41:57-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,14.0,26.0
B71026,-22.89897,-43.31315,2026-04-07 16:09:46-03:00,0,238,2026-04-07 16:09:51-03:00,2026-04-07 16:10:14-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,5.0,23.0
B51583,-22.90048,-43.22508,2026-04-07 16:18:37-03:00,0,SP265,2026-04-07 16:18:44-03:00,2026-04-07 16:19:13-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,7.0,29.0
C47727,-22.98069,-43.49081,2026-04-07 16:04:52-03:00,0,613,2026-04-07 16:04:58-03:00,2026-04-07 16:05:12-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,6.0,14.0
C47464,-22.95221,-43.34839,2026-04-07 15:50:38-03:00,0,390,2026-04-07 15:50:42-03:00,2026-04-07 15:50:49-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,4.0,7.0
C51570,-22.90579,-43.20863,2026-04-07 15:54:03-03:00,38,371,2026-04-07 15:54:13-03:00,2026-04-07 15:54:41-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,10.0,28.0
C27123,-22.86613,-43.25174,2026-04-07 16:02:11-03:00,16,905,2026-04-07 16:02:22-03:00,2026-04-07 16:02:39-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,11.0,17.0
B28701,-22.90009,-43.21766,2026-04-07 16:40:33-03:00,60,2344,2026-04-07 16:40:38-03:00,2026-04-07 16:41:00-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,5.0,22.0
B51505,-22.82884,-43.39993,2026-04-07 16:43:01-03:00,0,624,2026-04-07 16:43:07-03:00,2026-04-07 16:43:14-03:00,2026-04-07 16:43:46,2026-04-07,16,43,Tuesday,6.0,7.0
A29088,-22.98478,-43.19616,2026-04-07 16:36:36-03:00,0,583,2026-04-07 16:36:40-03:00,2026-04-07 16:36:49-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,4.0,9.0
C30341,-22.95075,-43.3482,2026-04-07 15:45:00-03:00,0,550,2026-04-07 15:45:05-03:00,2026-04-07 15:45:11-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,5.0,6.0
B10062,-22.81524,-43.18745,2026-04-07 15:59:27-03:00,0,328,2026-04-07 15:59:37-03:00,2026-04-07 15:59:47-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,10.0,10.0
D86038,-22.91671,-43.63251,2026-04-07 16:40:36-03:00,7,897,2026-04-07 16:40:45-03:00,2026-04-07 16:40:59-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,9.0,14.0
D13043,-22.99249,-43.32122,2026-04-07 15:55:52-03:00,0,878,2026-04-07 15:56:00-03:00,2026-04-07 15:56:27-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,8.0,27.0
C50132,-22.91721,-43.19401,2026-04-07 16:42:33-03:00,16,435,2026-04-07 16:42:37-03:00,2026-04-07 16:42:45-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,4.0,8.0
B32725,-22.88744,-43.28816,2026-04-07 15:57:11-03:00,24,979,2026-04-07 15:57:18-03:00,2026-04-07 15:57:33-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,7.0,15.0
A63516,-22.98125,-43.19114,2026-04-07 16:42:18-03:00,7,104,2026-04-07 16:42:23-03:00,2026-04-07 16:42:51-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,5.0,28.0
B32508,-22.80997,-43.37061,2026-04-07 16:29:10-03:00,24,779,2026-04-07 16:29:17-03:00,2026-04-07 16:29:44-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,7.0,27.0
A48026,-22.94914,-43.18267,2026-04-07 16:41:09-03:00,37,LECD138,2026-04-07 16:41:25-03:00,2026-04-07 16:41:52-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,16.0,27.0
A48062,-22.91044,-43.16901,2026-04-07 16:21:56-03:00,31,202,2026-04-07 16:22:04-03:00,2026-04-07 16:22:26-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,8.0,22.0
C44583,-22.87795,-43.32911,2026-04-07 16:37:35-03:00,19,712,2026-04-07 16:37:40-03:00,2026-04-07 16:37:51-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,5.0,11.0
C47992,-22.91476,-43.26418,2026-04-07 16:00:08-03:00,29,2114,2026-04-07 16:00:12-03:00,2026-04-07 16:00:34-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,4.0,22.0
B11529,-22.87847,-43.31522,2026-04-07 16:43:23-03:00,12,650,2026-04-07 16:43:25-03:00,2026-04-07 16:43:28-03:00,2026-04-07 16:43:46,2026-04-07,16,43,Tuesday,2.0,3.0
D53546,-22.89445,-43.53459,2026-04-07 16:13:10-03:00,37,786,2026-04-07 16:13:19-03:00,2026-04-07 16:13:32-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,9.0,13.0
C30052,-23.00707,-43.31194,2026-04-07 15:49:38-03:00,30,343,2026-04-07 15:50:10-03:00,2026-04-07 15:50:18-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,32.0,8.0
C47968,-22.9047,-43.17544,2026-04-07 16:29:39-03:00,5,2111,2026-04-07 16:29:49-03:00,2026-04-07 16:30:20-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,10.0,31.0
D53635,-22.86051,-43.52059,2026-04-07 16:19:36-03:00,24,SP759,2026-04-07 16:19:48-03:00,2026-04-07 16:20:10-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,12.0,22.0
B31044,-22.97163,-43.18723,2026-04-07 16:21:32-03:00,20,SV483,2026-04-07 16:21:41-03:00,2026-04-07 16:21:48-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,9.0,7.0
A48113,-22.94095,-43.20229,2026-04-07 16:32:43-03:00,55,LECD128,2026-04-07 16:32:52-03:00,2026-04-07 16:33:10-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,9.0,18.0
D33081,-22.87276,-43.55308,2026-04-07 16:24:32-03:00,48,796,2026-04-07 16:24:38-03:00,2026-04-07 16:24:44-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,6.0,6.0
C47670,-22.88266,-43.34217,2026-04-07 15:55:52-03:00,0,353,2026-04-07 15:56:00-03:00,2026-04-07 15:56:27-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,8.0,27.0
B10041,-22.81707,-43.22364,2026-04-07 16:11:04-03:00,55,635,2026-04-07 16:11:14-03:00,2026-04-07 16:11:31-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,10.0,17.0
B44576,-22.83946,-43.35223,2026-04-07 16:29:49-03:00,19,LECD140,2026-04-07 16:29:56-03:00,2026-04-07 16:30:08-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,7.0,12.0
B25611,-22.91034,-43.2202,2026-04-07 15:47:31-03:00,31,SV606,2026-04-07 15:47:39-03:00,2026-04-07 15:47:42-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,8.0,3.0
B25528,-22.9065,-43.18231,2026-04-07 16:34:51-03:00,14,232,2026-04-07 16:35:02-03:00,2026-04-07 16:35:21-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,11.0,19.0
C47732,-22.91099,-43.21762,2026-04-07 16:37:44-03:00,0,306,2026-04-07 16:37:56-03:00,2026-04-07 16:38:32-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,12.0,36.0
B51595,-22.88245,-43.43959,2026-04-07 16:19:46-03:00,1,SV917,2026-04-07 16:19:56-03:00,2026-04-07 16:20:14-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,10.0,18.0
C27015,-22.80636,-43.32007,2026-04-07 15:47:18-03:00,0,775,2026-04-07 15:47:24-03:00,2026-04-07 15:47:49-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,6.0,25.0
B71054,-22.90965,-43.2056,2026-04-07 16:11:57-03:00,0,455,2026-04-07 16:13:10-03:00,2026-04-07 16:13:18-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,73.0,8.0
C50099,-22.89982,-43.2111,2026-04-07 15:47:44-03:00,0,302,2026-04-07 15:47:51-03:00,2026-04-07 15:48:00-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,7.0,9.0
B25569,-22.90643,-43.1785,2026-04-07 15:54:35-03:00,24,249,2026-04-07 15:54:40-03:00,2026-04-07 15:54:51-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,5.0,11.0
D86342,-22.87975,-43.50235,2026-04-07 16:38:20-03:00,35,864,2026-04-07 16:38:27-03:00,2026-04-07 16:38:55-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,7.0,28.0
B31025,-22.92792,-43.17229,2026-04-07 16:36:33-03:00,64,483,2026-04-07 16:36:38-03:00,2026-04-07 16:37:07-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,5.0,29.0
C47652,-23.0269,-43.46331,2026-04-07 16:18:01-03:00,35,553,2026-04-07 16:18:12-03:00,2026-04-07 16:18:33-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,11.0,21.0
B44529,-22.8393,-43.25427,2026-04-07 16:22:32-03:00,61,SR355,2026-04-07 16:22:36-03:00,2026-04-07 16:22:55-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,4.0,19.0
A72094,-22.9424,-43.17389,2026-04-07 16:31:05-03:00,13,410,2026-04-07 16:31:10-03:00,2026-04-07 16:31:41-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,5.0,31.0
A48051,-22.90244,-43.18303,2026-04-07 16:28:57-03:00,14,202,2026-04-07 16:29:11-03:00,2026-04-07 16:29:36-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,14.0,25.0
C30188,-22.99241,-43.31108,2026-04-07 16:18:51-03:00,20,SPA550,2026-04-07 16:18:55-03:00,2026-04-07 16:19:04-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,4.0,9.0
A29162,-22.85084,-43.33059,2026-04-07 16:38:47-03:00,29,711,2026-04-07 16:38:55-03:00,2026-04-07 16:39:23-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,8.0,28.0
B31089,-22.83693,-43.28627,2026-04-07 15:56:22-03:00,0,GARAGEM,2026-04-07 15:56:30-03:00,2026-04-07 15:56:47-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,8.0,17.0
B25565,-22.90237,-43.29905,2026-04-07 16:30:58-03:00,0,ESPECIAL,2026-04-07 16:31:11-03:00,2026-04-07 16:31:16-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,13.0,5.0
B32721,-22.81294,-43.3745,2026-04-07 16:26:06-03:00,46,793,2026-04-07 16:26:18-03:00,2026-04-07 16:26:40-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,12.0,22.0
C47480,-22.95703,-43.34443,2026-04-07 16:10:50-03:00,25,961,2026-04-07 16:12:02-03:00,2026-04-07 16:12:23-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,72.0,21.0
D33073,-22.83176,-43.3433,2026-04-07 16:37:35-03:00,22,737,2026-04-07 16:37:41-03:00,2026-04-07 16:38:09-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,6.0,28.0
B11549,-22.84034,-43.36987,2026-04-07 15:55:01-03:00,29,SR300,2026-04-07 15:55:05-03:00,2026-04-07 15:55:27-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,4.0,22.0
B27153,-22.82387,-43.30959,2026-04-07 16:31:38-03:00,20,639,2026-04-07 16:31:40-03:00,2026-04-07 16:31:47-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,2.0,7.0
D33223,-22.89284,-43.45364,2026-04-07 16:30:15-03:00,0,791,2026-04-07 16:30:25-03:00,2026-04-07 16:30:55-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,10.0,30.0
D53562,-22.85705,-43.45444,2026-04-07 16:05:08-03:00,33,819,2026-04-07 16:05:16-03:00,2026-04-07 16:05:22-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,8.0,6.0
B28614,-22.78812,-43.18837,2026-04-07 16:25:31-03:00,24,329,2026-04-07 16:26:01-03:00,2026-04-07 16:26:11-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,30.0,10.0
B27187,-22.82345,-43.32444,2026-04-07 16:34:27-03:00,38,LECD142,2026-04-07 16:34:30-03:00,2026-04-07 16:34:51-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,3.0,21.0
B28509,-22.82516,-43.16914,2026-04-07 16:25:18-03:00,18,324,2026-04-07 16:25:27-03:00,2026-04-07 16:25:40-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,9.0,13.0
B51544,-22.8996,-43.21114,2026-04-07 15:54:40-03:00,0,SP265,2026-04-07 15:54:44-03:00,2026-04-07 15:55:12-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,4.0,28.0
C27069,-22.86316,-43.33218,2026-04-07 15:53:33-03:00,27,775,2026-04-07 15:53:35-03:00,2026-04-07 15:53:57-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,2.0,22.0
C30047,-23.00795,-43.29113,2026-04-07 16:21:47-03:00,19,557,2026-04-07 16:21:55-03:00,2026-04-07 16:22:09-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,8.0,14.0
D33177,-22.92872,-43.69014,2026-04-07 16:23:48-03:00,5,870,2026-04-07 16:23:56-03:00,2026-04-07 16:24:12-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,8.0,16.0
A72064,-22.92984,-43.17405,2026-04-07 16:05:11-03:00,15,410,2026-04-07 16:05:23-03:00,2026-04-07 16:05:38-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,12.0,15.0
D33269,-22.87001,-43.43056,2026-04-07 16:05:51-03:00,50,743,2026-04-07 16:06:03-03:00,2026-04-07 16:06:09-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,12.0,6.0
D86760,-22.90936,-43.5646,2026-04-07 15:50:46-03:00,3,2803,2026-04-07 15:50:51-03:00,2026-04-07 15:50:57-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,5.0,6.0
D33270,-22.8406,-43.31459,2026-04-07 16:41:14-03:00,0,926,2026-04-07 16:41:25-03:00,2026-04-07 16:41:46-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,11.0,21.0
B32528,-22.87637,-43.33453,2026-04-07 16:22:28-03:00,25,650,2026-04-07 16:22:37-03:00,2026-04-07 16:23:06-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,9.0,29.0
B27126,-22.84813,-43.31088,2026-04-07 15:58:08-03:00,16,629,2026-04-07 15:58:18-03:00,2026-04-07 15:58:33-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,10.0,15.0
A29133,-22.87457,-43.28493,2026-04-07 16:08:31-03:00,0,627,2026-04-07 16:08:39-03:00,2026-04-07 16:08:44-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,8.0,5.0
D18509,-22.89673,-43.55825,2026-04-07 15:54:08-03:00,29,2336,2026-04-07 15:54:13-03:00,2026-04-07 15:54:41-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,5.0,28.0
A71580,-22.90007,-43.2108,2026-04-07 16:07:43-03:00,9,133,2026-04-07 16:07:55-03:00,2026-04-07 16:08:08-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,12.0,13.0
B32569,-22.90897,-43.17102,2026-04-07 16:09:40-03:00,0,298,2026-04-07 16:09:45-03:00,2026-04-07 16:09:48-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,5.0,3.0
C50148,-23.00112,-43.33248,2026-04-07 16:32:15-03:00,0,301,2026-04-07 16:32:26-03:00,2026-04-07 16:32:31-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,11.0,5.0
D86060,-22.90181,-43.55497,2026-04-07 15:47:37-03:00,0,843,2026-04-07 15:47:47-03:00,2026-04-07 15:47:52-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,10.0,5.0
D33014,-22.85448,-43.38355,2026-04-07 15:46:43-03:00,21,926,2026-04-07 15:46:51-03:00,2026-04-07 15:47:03-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,8.0,12.0
C27052,-22.85092,-43.3098,2026-04-07 16:08:14-03:00,20,LECD145,2026-04-07 16:08:26-03:00,2026-04-07 16:08:46-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,12.0,20.0
C47647,-22.9534,-43.35532,2026-04-07 16:14:01-03:00,34,348,2026-04-07 16:23:08-03:00,2026-04-07 16:23:40-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,547.0,32.0
C47512,-22.93767,-43.3382,2026-04-07 16:29:35-03:00,36,692,2026-04-07 16:29:39-03:00,2026-04-07 16:29:50-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,4.0,11.0
B25586,-22.91276,-43.26633,2026-04-07 16:08:24-03:00,0,606,2026-04-07 16:08:31-03:00,2026-04-07 16:08:48-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,7.0,17.0
D53593,-22.88508,-43.22845,2026-04-07 15:44:47-03:00,14,388,2026-04-07 15:44:52-03:00,2026-04-07 15:44:55-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,5.0,3.0
C47888,-23.03046,-43.4799,2026-04-07 16:41:02-03:00,18,361,2026-04-07 16:41:08-03:00,2026-04-07 16:41:36-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,6.0,28.0
A29009,-22.89178,-43.23947,2026-04-07 16:34:15-03:00,16,SV474,2026-04-07 16:34:20-03:00,2026-04-07 16:34:47-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,5.0,27.0
D12134,-22.98112,-43.22386,2026-04-07 16:16:56-03:00,4,2335,2026-04-07 16:17:06-03:00,2026-04-07 16:17:20-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,10.0,14.0
A63531,-22.89909,-43.2116,2026-04-07 15:50:29-03:00,0,104,2026-04-07 15:50:32-03:00,2026-04-07 15:50:45-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,3.0,13.0
C50073,-22.91547,-43.21029,2026-04-07 15:45:42-03:00,12,302,2026-04-07 15:45:45-03:00,2026-04-07 15:45:58-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,3.0,13.0
D53621,-22.86005,-43.50663,2026-04-07 16:32:01-03:00,61,SP759,2026-04-07 16:32:06-03:00,2026-04-07 16:32:26-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,5.0,20.0
D86267,-22.99369,-43.59607,2026-04-07 16:14:34-03:00,12,854,2026-04-07 16:14:37-03:00,2026-04-07 16:14:41-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,3.0,4.0
D33085,-22.954,-43.68431,2026-04-07 16:02:32-03:00,8,870,2026-04-07 16:02:43-03:00,2026-04-07 16:03:02-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,11.0,19.0
D87865,-22.90587,-43.58024,2026-04-07 16:05:54-03:00,39,2307,2026-04-07 16:05:58-03:00,2026-04-07 16:06:22-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,4.0,24.0
B31023,-22.97222,-43.18758,2026-04-07 16:30:49-03:00,12,SV483,2026-04-07 16:30:54-03:00,2026-04-07 16:31:00-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,5.0,6.0
B28536,-22.79528,-43.18205,2026-04-07 15:48:08-03:00,29,326,2026-04-07 15:48:18-03:00,2026-04-07 15:48:23-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,10.0,5.0
B10025,-22.80772,-43.26063,2026-04-07 16:40:52-03:00,0,915,2026-04-07 16:41:00-03:00,2026-04-07 16:41:09-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,8.0,9.0
B28561,-22.8736,-43.24384,2026-04-07 16:25:44-03:00,27,324,2026-04-07 16:25:49-03:00,2026-04-07 16:26:11-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,5.0,22.0
D33310,-22.9092,-43.59697,2026-04-07 16:25:28-03:00,22,893,2026-04-07 16:25:39-03:00,2026-04-07 16:25:46-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,11.0,7.0
D86181,-22.91486,-43.55835,2026-04-07 16:24:49-03:00,11,854,2026-04-07 16:24:52-03:00,2026-04-07 16:25:00-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,3.0,8.0
A48078,-22.98663,-43.24587,2026-04-07 16:33:53-03:00,5,LECD138,2026-04-07 16:33:54-03:00,2026-04-07 16:34:11-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,1.0,17.0
B71043,-22.98559,-43.19119,2026-04-07 16:36:49-03:00,0,457,2026-04-07 16:36:56-03:00,2026-04-07 16:37:18-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,7.0,22.0
A29078,-22.90153,-43.18004,2026-04-07 16:10:35-03:00,0,472,2026-04-07 16:10:45-03:00,2026-04-07 16:10:47-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,10.0,2.0
A48048,-22.90787,-43.18478,2026-04-07 15:54:57-03:00,0,202,2026-04-07 15:55:06-03:00,2026-04-07 15:55:22-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,9.0,16.0
C30348,-22.97864,-43.33364,2026-04-07 16:29:34-03:00,7,550,2026-04-07 16:29:39-03:00,2026-04-07 16:29:50-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,11.0
C51591,-22.9088,-43.20158,2026-04-07 16:31:47-03:00,35,371,2026-04-07 16:31:49-03:00,2026-04-07 16:32:00-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,2.0,11.0
D86043,-22.90983,-43.5646,2026-04-07 15:49:24-03:00,0,852,2026-04-07 15:49:33-03:00,2026-04-07 15:49:55-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,9.0,22.0
