ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
B25549,-22.9032,-43.18385,2026-04-07 16:09:33-03:00,20,249,2026-04-07 16:09:35-03:00,2026-04-07 16:09:49-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,2.0,14.0
B28572,-22.88873,-43.22192,2026-04-07 15:52:05-03:00,15,492,2026-04-07 15:52:12-03:00,2026-04-07 15:52:29-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,7.0,17.0
B58023,-22.83717,-43.28642,2026-04-07 15:57:49-03:00,0,GARAGEM,2026-04-07 15:57:57-03:00,2026-04-07 15:58:11-03:00,2026-04-07 16:43:46,2026-04-07,15,57,Tuesday,8.0,14.0
A48035,-22.92491,-43.20853,2026-04-07 16:22:25-03:00,33,133,2026-04-07 16:22:35-03:00,2026-04-07 16:22:57-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,10.0,22.0
C47967,-22.90485,-43.18308,2026-04-07 15:54:37-03:00,26,2110,2026-04-07 15:54:46-03:00,2026-04-07 15:54:56-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,9.0,10.0
B31091,-22.90692,-43.21049,2026-04-07 15:49:56-03:00,14,485,2026-04-07 15:49:59-03:00,2026-04-07 15:50:09-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,3.0,10.0
B58084,-22.84631,-43.28661,2026-04-07 15:56:03-03:00,0,621,2026-04-07 15:56:11-03:00,2026-04-07 15:56:39-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,8.0,28.0
C30331,-22.99992,-43.35511,2026-04-07 16:09:30-03:00,22,881,2026-04-07 16:09:34-03:00,2026-04-07 16:09:48-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,4.0,14.0
A71630,-22.98615,-43.24499,2026-04-07 16:22:20-03:00,0,539,2026-04-07 16:22:26-03:00,2026-04-07 16:22:26-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,6.0,0.0
B10069,-22.86892,-43.23255,2026-04-07 15:56:19-03:00,61,SP635,2026-04-07 15:56:22-03:00,2026-04-07 15:56:43-03:00,2026-04-07 16:43:46,2026-04-07,15,56,Tuesday,3.0,21.0
D86367,-22.85452,-43.38349,2026-04-07 16:28:39-03:00,0,883,2026-04-07 16:28:45-03:00,2026-04-07 16:29:08-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,6.0,23.0
D13265,-22.94271,-43.33189,2026-04-07 16:29:24-03:00,3,987,2026-04-07 16:29:29-03:00,2026-04-07 16:29:50-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,21.0
C50164,-22.94225,-43.18047,2026-04-07 16:00:57-03:00,0,435,2026-04-07 16:01:01-03:00,2026-04-07 16:01:19-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,4.0,18.0
D12119,-22.98365,-43.22327,2026-04-07 16:41:04-03:00,22,2335,2026-04-07 16:41:11-03:00,2026-04-07 16:41:20-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,7.0,9.0
D53635,-22.8992,-43.67908,2026-04-07 15:49:18-03:00,12,SP759,2026-04-07 15:49:25-03:00,2026-04-07 15:49:31-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,7.0,6.0
B25593,-22.92318,-43.2313,2026-04-07 16:19:12-03:00,23,606,2026-04-07 16:19:16-03:00,2026-04-07 16:19:22-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,4.0,6.0
A29034,-22.852,-43.3467,2026-04-07 16:21:47-03:00,25,711,2026-04-07 16:21:52-03:00,2026-04-07 16:22:01-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,5.0,9.0
D12065,-22.85788,-43.54152,2026-04-07 16:22:17-03:00,0,850,2026-04-07 16:22:23-03:00,2026-04-07 16:22:26-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,6.0,3.0
B58214,-22.90006,-43.27912,2026-04-07 16:03:33-03:00,43,679,2026-04-07 16:03:42-03:00,2026-04-07 16:03:48-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,9.0,6.0
B25575,-22.92325,-43.23029,2026-04-07 16:27:53-03:00,14,606,2026-04-07 16:28:05-03:00,2026-04-07 16:28:12-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,12.0,7.0
D86350,-22.87553,-43.46178,2026-04-07 16:40:26-03:00,0,864,2026-04-07 16:40:35-03:00,2026-04-07 16:40:58-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,9.0,23.0
D86319,-22.99651,-43.62556,2026-04-07 16:22:39-03:00,33,872,2026-04-07 16:22:44-03:00,2026-04-07 16:22:56-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,5.0,12.0
C47500,-22.91008,-43.21968,2026-04-07 16:36:00-03:00,5,306,2026-04-07 16:36:09-03:00,2026-04-07 16:36:29-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,9.0,20.0
B11605,-22.90115,-43.17918,2026-04-07 16:16:23-03:00,35,363,2026-04-07 16:16:30-03:00,2026-04-07 16:16:54-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,7.0,24.0
C47467,-22.96963,-43.36022,2026-04-07 16:39:51-03:00,0,613,2026-04-07 16:40:34-03:00,2026-04-07 16:41:06-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,43.0,32.0
B11531,-22.88056,-43.34274,2026-04-07 16:06:08-03:00,11,SV363,2026-04-07 16:06:09-03:00,2026-04-07 16:06:11-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,1.0,2.0
B32651,-22.83266,-43.32834,2026-04-07 16:38:20-03:00,24,296,2026-04-07 16:38:26-03:00,2026-04-07 16:38:56-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,6.0,30.0
B10080,-22.81457,-43.18683,2026-04-07 16:15:08-03:00,0,MANUTENCAO,2026-04-07 16:15:13-03:00,2026-04-07 16:15:36-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,5.0,23.0
B11541,-22.86449,-43.3621,2026-04-07 16:25:21-03:00,14,SR378,2026-04-07 16:25:25-03:00,2026-04-07 16:25:35-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,4.0,10.0
C51582,-22.90906,-43.22452,2026-04-07 16:35:56-03:00,44,371,2026-04-07 16:36:00-03:00,2026-04-07 16:36:06-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,4.0,6.0
D86296,-22.99993,-43.54136,2026-04-07 16:39:20-03:00,25,867,2026-04-07 16:39:30-03:00,2026-04-07 16:39:56-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,10.0,26.0
C47513,-22.95935,-43.38591,2026-04-07 15:51:22-03:00,1,611,2026-04-07 15:51:26-03:00,2026-04-07 15:51:50-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,4.0,24.0
D86024,-22.94849,-43.68033,2026-04-07 16:20:42-03:00,16,871,2026-04-07 16:20:50-03:00,2026-04-07 16:20:52-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,8.0,2.0
A50049,-22.90047,-43.1778,2026-04-07 16:00:22-03:00,0,220,2026-04-07 16:00:32-03:00,2026-04-07 16:00:49-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,10.0,17.0
A48018,-22.98417,-43.24293,2026-04-07 15:53:31-03:00,18,539,2026-04-07 15:53:42-03:00,2026-04-07 15:53:50-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,11.0,8.0
C27038,-22.84611,-43.3247,2026-04-07 16:13:15-03:00,0,LECD142,2026-04-07 16:13:20-03:00,2026-04-07 16:13:23-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,5.0,3.0
C47559,-22.95435,-43.17864,2026-04-07 16:38:04-03:00,0,554,2026-04-07 16:38:06-03:00,2026-04-07 16:38:33-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,2.0,27.0
C51624,-22.88476,-43.29815,2026-04-07 16:11:36-03:00,0,371,2026-04-07 16:11:42-03:00,2026-04-07 16:12:04-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,6.0,22.0
D86030,-22.8842,-43.56057,2026-04-07 16:09:09-03:00,22,851,2026-04-07 16:09:17-03:00,2026-04-07 16:09:31-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,8.0,14.0
D86031,-22.98041,-43.66653,2026-04-07 16:18:30-03:00,18,871,2026-04-07 16:18:39-03:00,2026-04-07 16:18:49-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,9.0,10.0
C47691,-23.00166,-43.36634,2026-04-07 16:41:10-03:00,15,554,2026-04-07 16:41:18-03:00,2026-04-07 16:41:37-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,8.0,19.0
C47616,-22.96326,-43.40267,2026-04-07 15:47:30-03:00,0,348,2026-04-07 15:47:42-03:00,2026-04-07 15:48:14-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,12.0,32.0
B25596,-22.90532,-43.29255,2026-04-07 15:47:38-03:00,0,606,2026-04-07 15:47:39-03:00,2026-04-07 15:47:42-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,1.0,3.0
D17089,-22.98219,-43.69942,2026-04-07 15:48:01-03:00,17,898,2026-04-07 15:48:08-03:00,2026-04-07 15:48:11-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,7.0,3.0
C47579,-23.02142,-43.48269,2026-04-07 15:47:53-03:00,0,553,2026-04-07 15:48:03-03:00,2026-04-07 15:48:14-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,10.0,11.0
D13507,-22.91666,-43.37794,2026-04-07 16:17:20-03:00,24,803,2026-04-07 16:17:29-03:00,2026-04-07 16:18:01-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,9.0,32.0
D17036,-22.94074,-43.66499,2026-04-07 15:55:05-03:00,0,885,2026-04-07 15:55:06-03:00,2026-04-07 15:55:20-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,1.0,14.0
B10415,-22.90704,-43.17356,2026-04-07 16:07:56-03:00,0,2342,2026-04-07 16:08:07-03:00,2026-04-07 16:08:27-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,11.0,20.0
A72033,-22.93096,-43.17759,2026-04-07 16:40:35-03:00,0,422,2026-04-07 16:40:38-03:00,2026-04-07 16:40:52-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,3.0,14.0
D33159,-22.91055,-43.66365,2026-04-07 16:33:25-03:00,24,753,2026-04-07 16:33:28-03:00,2026-04-07 16:33:31-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,3.0,3.0
D53526,-22.93553,-43.65643,2026-04-07 15:50:53-03:00,0,388,2026-04-07 15:50:59-03:00,2026-04-07 15:51:03-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,6.0,4.0
D13064,-22.91693,-43.25514,2026-04-07 15:48:54-03:00,17,341,2026-04-07 15:48:57-03:00,2026-04-07 15:49:16-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,3.0,19.0
C50038,-23.00164,-43.5097,2026-04-07 16:17:26-03:00,18,810,2026-04-07 16:17:31-03:00,2026-04-07 16:17:41-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,5.0,10.0
A72127,-22.90516,-43.19299,2026-04-07 15:46:03-03:00,11,LECD135,2026-04-07 15:46:22-03:00,2026-04-07 15:46:44-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,19.0,22.0
B11546,-22.83748,-43.36514,2026-04-07 15:53:07-03:00,42,SR300,2026-04-07 15:53:11-03:00,2026-04-07 15:53:24-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,4.0,13.0
D33169,-22.92288,-43.64788,2026-04-07 15:59:09-03:00,0,754,2026-04-07 15:59:19-03:00,2026-04-07 15:59:27-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,10.0,8.0
A29097,-22.9058,-43.24361,2026-04-07 16:25:05-03:00,18,711,2026-04-07 16:25:13-03:00,2026-04-07 16:25:35-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,8.0,22.0
B25614,-22.90392,-43.29871,2026-04-07 15:49:20-03:00,14,606,2026-04-07 15:49:25-03:00,2026-04-07 15:49:44-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,5.0,19.0
A71504,-22.92623,-43.23518,2026-04-07 16:19:49-03:00,0,217,2026-04-07 16:19:59-03:00,2026-04-07 16:20:23-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,10.0,24.0
C50206,-22.98402,-43.20927,2026-04-07 15:53:39-03:00,0,435,2026-04-07 15:53:49-03:00,2026-04-07 15:54:08-03:00,2026-04-07 16:43:46,2026-04-07,15,53,Tuesday,10.0,19.0
B25561,-22.89762,-43.31269,2026-04-07 16:35:04-03:00,0,249,2026-04-07 16:35:13-03:00,2026-04-07 16:35:22-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,9.0,9.0
A50019,-22.98411,-43.20819,2026-04-07 15:44:29-03:00,3,435,2026-04-07 15:44:31-03:00,2026-04-07 15:44:56-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,2.0,25.0
D33017,-22.90475,-43.27501,2026-04-07 16:04:51-03:00,0,383,2026-04-07 16:04:59-03:00,2026-04-07 16:05:07-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,8.0,8.0
A72056,-22.90659,-43.17592,2026-04-07 16:10:42-03:00,8,422,2026-04-07 16:10:52-03:00,2026-04-07 16:11:15-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,10.0,23.0
D53621,-22.85432,-43.39612,2026-04-07 16:06:53-03:00,18,SP759,2026-04-07 16:07:02-03:00,2026-04-07 16:07:24-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,9.0,22.0
C47646,-22.91679,-43.28174,2026-04-07 15:44:21-03:00,25,600,2026-04-07 15:45:26-03:00,2026-04-07 15:45:40-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,65.0,14.0
D17142,-22.91181,-43.61075,2026-04-07 16:24:07-03:00,0,825,2026-04-07 16:24:13-03:00,2026-04-07 16:24:27-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,6.0,14.0
D13064,-22.91705,-43.26088,2026-04-07 15:52:12-03:00,6,341,2026-04-07 15:52:18-03:00,2026-04-07 15:52:52-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,6.0,34.0
B11545,-22.90886,-43.17165,2026-04-07 16:30:06-03:00,0,378,2026-04-07 16:30:19-03:00,2026-04-07 16:30:41-03:00,2026-04-07 16:43:46,2026-04-07,16,30,Tuesday,13.0,22.0
B11643,-22.86846,-43.3509,2026-04-07 16:08:07-03:00,35,908,2026-04-07 16:08:14-03:00,2026-04-07 16:08:44-03:00,2026-04-07 16:43:46,2026-04-07,16,8,Tuesday,7.0,30.0
D86255,-22.90311,-43.5565,2026-04-07 16:11:27-03:00,12,867,2026-04-07 16:11:35-03:00,2026-04-07 16:12:06-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,8.0,31.0
B71075,-22.91254,-43.23497,2026-04-07 15:44:21-03:00,17,455,2026-04-07 15:44:25-03:00,2026-04-07 15:44:41-03:00,2026-04-07 16:43:46,2026-04-07,15,44,Tuesday,4.0,16.0
D12065,-22.84287,-43.53243,2026-04-07 15:58:24-03:00,0,850,2026-04-07 15:58:26-03:00,2026-04-07 15:58:57-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,2.0,31.0
B27247,-23.01237,-43.45731,2026-04-07 16:02:26-03:00,22,315,2026-04-07 16:02:34-03:00,2026-04-07 16:02:39-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,8.0,5.0
B32731,-22.81729,-43.39351,2026-04-07 15:54:00-03:00,0,342,2026-04-07 15:54:08-03:00,2026-04-07 15:54:29-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,8.0,21.0
D33304,-22.90054,-43.57238,2026-04-07 16:38:13-03:00,4,842,2026-04-07 16:38:24-03:00,2026-04-07 16:38:40-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,11.0,16.0
B25584,-22.91056,-43.2079,2026-04-07 16:37:18-03:00,37,606,2026-04-07 16:37:21-03:00,2026-04-07 16:37:24-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,3.0,3.0
B58060,-22.84066,-43.28287,2026-04-07 15:52:15-03:00,26,622,2026-04-07 15:52:20-03:00,2026-04-07 15:52:34-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,5.0,14.0
D33239,-22.88536,-43.46167,2026-04-07 16:06:44-03:00,27,794,2026-04-07 16:06:48-03:00,2026-04-07 16:07:10-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,4.0,22.0
B25614,-22.90045,-43.2098,2026-04-07 16:39:08-03:00,0,606,2026-04-07 16:39:15-03:00,2026-04-07 16:39:27-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,7.0,12.0
B25585,-22.90194,-43.27963,2026-04-07 16:06:38-03:00,0,606,2026-04-07 16:06:47-03:00,2026-04-07 16:07:06-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,9.0,19.0
D86772,-22.98726,-43.19687,2026-04-07 16:11:16-03:00,0,2338,2026-04-07 16:11:24-03:00,2026-04-07 16:11:35-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,8.0,11.0
B31114,-22.86168,-43.25393,2026-04-07 16:14:19-03:00,31,483,2026-04-07 16:14:21-03:00,2026-04-07 16:14:39-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,2.0,18.0
B28624,-22.91286,-43.1727,2026-04-07 16:03:57-03:00,62,492,2026-04-07 16:04:01-03:00,2026-04-07 16:04:13-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,4.0,12.0
D53510,-22.90218,-43.18069,2026-04-07 16:00:02-03:00,0,369,2026-04-07 16:00:13-03:00,2026-04-07 16:00:15-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,11.0,2.0
B11540,-22.90455,-43.20969,2026-04-07 15:43:58-03:00,44,SR378,2026-04-07 15:44:05-03:00,2026-04-07 15:44:10-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,7.0,5.0
C47588,-23.00034,-43.35751,2026-04-07 16:03:21-03:00,0,LECD129,2026-04-07 16:04:36-03:00,2026-04-07 16:05:11-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,75.0,35.0
D33146,-22.92149,-43.6665,2026-04-07 15:48:12-03:00,14,754,2026-04-07 15:48:14-03:00,2026-04-07 15:48:36-03:00,2026-04-07 16:43:46,2026-04-07,15,48,Tuesday,2.0,22.0
D86154,-22.90688,-43.56828,2026-04-07 16:06:46-03:00,0,838,2026-04-07 16:06:51-03:00,2026-04-07 16:06:57-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,5.0,6.0
C50114,-22.92479,-43.23379,2026-04-07 15:51:55-03:00,0,302,2026-04-07 15:52:03-03:00,2026-04-07 15:52:06-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,8.0,3.0
B28555,-22.80121,-43.20207,2026-04-07 16:27:34-03:00,9,SPB326,2026-04-07 16:27:44-03:00,2026-04-07 16:28:13-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,10.0,29.0
B51526,-22.87657,-43.3412,2026-04-07 16:41:35-03:00,22,SV917,2026-04-07 16:41:43-03:00,2026-04-07 16:42:13-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,8.0,30.0
B44580,-22.85365,-43.35144,2026-04-07 16:25:37-03:00,0,LECD140,2026-04-07 16:25:45-03:00,2026-04-07 16:25:59-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,8.0,14.0
B11626,-22.88302,-43.36764,2026-04-07 16:20:19-03:00,0,678,2026-04-07 16:20:22-03:00,2026-04-07 16:20:29-03:00,2026-04-07 16:43:46,2026-04-07,16,20,Tuesday,3.0,7.0
D33219,-22.89486,-43.58464,2026-04-07 16:16:13-03:00,0,822,2026-04-07 16:16:22-03:00,2026-04-07 16:16:27-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,9.0,5.0
B11572,-22.81927,-43.28469,2026-04-07 16:39:53-03:00,11,SVB665,2026-04-07 16:40:04-03:00,2026-04-07 16:40:24-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,11.0,20.0
B32596,-22.8146,-43.18688,2026-04-07 16:31:45-03:00,0,GARAGEM,2026-04-07 16:31:49-03:00,2026-04-07 16:31:57-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,4.0,8.0
C47736,-22.95533,-43.33734,2026-04-07 16:07:34-03:00,16,961,2026-04-07 16:07:38-03:00,2026-04-07 16:07:45-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,4.0,7.0
B44605,-22.88548,-43.29984,2026-04-07 16:12:30-03:00,10,638,2026-04-07 16:12:38-03:00,2026-04-07 16:13:08-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,8.0,30.0
A48044,-22.917,-43.19492,2026-04-07 16:19:31-03:00,0,202,2026-04-07 16:19:48-03:00,2026-04-07 16:19:53-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,17.0,5.0
B28612,-22.78942,-43.18188,2026-04-07 16:31:08-03:00,0,321,2026-04-07 16:31:17-03:00,2026-04-07 16:31:18-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,9.0,1.0
D86139,-22.92428,-43.56895,2026-04-07 16:36:07-03:00,33,838,2026-04-07 16:36:10-03:00,2026-04-07 16:36:21-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,3.0,11.0
A71563,-22.96687,-43.23058,2026-04-07 16:00:31-03:00,0,409,2026-04-07 16:00:38-03:00,2026-04-07 16:00:59-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,7.0,21.0
B51573,-22.87617,-43.34187,2026-04-07 16:31:29-03:00,27,SV917,2026-04-07 16:31:38-03:00,2026-04-07 16:31:59-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,9.0,21.0
B28728,-22.89439,-43.19061,2026-04-07 16:14:40-03:00,5,2343,2026-04-07 16:15:48-03:00,2026-04-07 16:15:58-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,68.0,10.0
D33054,-22.87838,-43.34098,2026-04-07 16:00:51-03:00,0,746,2026-04-07 16:00:57-03:00,2026-04-07 16:01:00-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,6.0,3.0
D86273,-22.84164,-43.31804,2026-04-07 16:13:33-03:00,42,918,2026-04-07 16:13:42-03:00,2026-04-07 16:14:09-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,9.0,27.0
D17513,-22.91683,-43.6082,2026-04-07 16:02:06-03:00,0,2336,2026-04-07 16:02:15-03:00,2026-04-07 16:02:17-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,9.0,2.0
D33106,-22.8661,-43.58415,2026-04-07 16:36:57-03:00,0,757,2026-04-07 16:37:08-03:00,2026-04-07 16:37:38-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,11.0,30.0
A29162,-22.86867,-43.29355,2026-04-07 16:19:48-03:00,46,711,2026-04-07 16:19:55-03:00,2026-04-07 16:19:58-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,7.0,3.0
C72131,-22.92354,-43.19788,2026-04-07 16:39:01-03:00,43,410,2026-04-07 16:40:07-03:00,2026-04-07 16:40:22-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,66.0,15.0
B71028,-22.90431,-43.30629,2026-04-07 16:34:14-03:00,26,238,2026-04-07 16:34:20-03:00,2026-04-07 16:34:45-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,6.0,25.0
A71558,-22.95182,-43.18524,2026-04-07 16:18:59-03:00,5,409,2026-04-07 16:19:07-03:00,2026-04-07 16:19:22-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,8.0,15.0
D86219,-22.92541,-43.57079,2026-04-07 16:24:23-03:00,38,838,2026-04-07 16:24:31-03:00,2026-04-07 16:25:00-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,8.0,29.0
B27234,-22.92291,-43.23376,2026-04-07 16:22:00-03:00,0,630,2026-04-07 16:22:10-03:00,2026-04-07 16:22:35-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,10.0,25.0
B28569,-22.79971,-43.19765,2026-04-07 16:23:43-03:00,24,329,2026-04-07 16:23:51-03:00,2026-04-07 16:24:08-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,8.0,17.0
B58114,-22.92418,-43.23723,2026-04-07 16:37:15-03:00,14,621,2026-04-07 16:37:28-03:00,2026-04-07 16:37:30-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,13.0,2.0
B71054,-22.91336,-43.22004,2026-04-07 16:19:57-03:00,0,455,2026-04-07 16:20:03-03:00,2026-04-07 16:20:27-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,6.0,24.0
D33310,-22.90585,-43.58046,2026-04-07 16:29:28-03:00,48,893,2026-04-07 16:29:33-03:00,2026-04-07 16:29:54-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,5.0,21.0
C30108,-22.95796,-43.35263,2026-04-07 16:41:23-03:00,11,932,2026-04-07 16:41:31-03:00,2026-04-07 16:42:07-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,8.0,36.0
A29081,-22.90606,-43.17323,2026-04-07 16:18:18-03:00,20,350,2026-04-07 16:18:19-03:00,2026-04-07 16:18:26-03:00,2026-04-07 16:43:46,2026-04-07,16,18,Tuesday,1.0,7.0
B28529,-22.79497,-43.20267,2026-04-07 16:31:29-03:00,1,696,2026-04-07 16:31:38-03:00,2026-04-07 16:31:48-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,9.0,10.0
D86311,-22.97708,-43.69571,2026-04-07 15:49:13-03:00,16,872,2026-04-07 15:49:23-03:00,2026-04-07 15:49:24-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,10.0,1.0
C27115,-22.87859,-43.33237,2026-04-07 16:04:12-03:00,33,LECD142,2026-04-07 16:04:19-03:00,2026-04-07 16:04:41-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,7.0,22.0
B11564,-22.86555,-43.35603,2026-04-07 16:16:30-03:00,9,669,2026-04-07 16:16:42-03:00,2026-04-07 16:16:54-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,12.0,12.0
A71590,-22.93468,-43.19234,2026-04-07 16:07:48-03:00,31,133,2026-04-07 16:07:55-03:00,2026-04-07 16:08:08-03:00,2026-04-07 16:43:46,2026-04-07,16,7,Tuesday,7.0,13.0
A29133,-22.88885,-43.28391,2026-04-07 16:32:38-03:00,22,627,2026-04-07 16:32:44-03:00,2026-04-07 16:33:15-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,6.0,31.0
