ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
D33304,"-22,84939","-43,53222",1775499630000,7,826,1775499640000,1775499655000,2026-04-06 16:20:49
D33306,"-22,90036","-43,57269",1775499630000,13,821,1775499640000,1775499655000,2026-04-06 16:20:49
D33307,"-22,90211","-43,56014",1775499631000,0,841,1775499640000,1775499655000,2026-04-06 16:20:49
D33222,"-22,88902","-43,55996",1775499629000,26,822,1775499640000,1775499655000,2026-04-06 16:20:49
D33302,"-22,88638","-43,39491",1775499631000,24,745,1775499640000,1775499655000,2026-04-06 16:20:49
D33180,"-22,83045","-43,34547",1775499631000,21,756,1775499640000,1775499655000,2026-04-06 16:20:49
D33160,"-22,8327","-43,34233",1775499630000,0,756,1775499640000,1775499655000,2026-04-06 16:20:49
D33173,"-22,86539","-43,42577",1775499630000,12,753,1775499640000,1775499655000,2026-04-06 16:20:49
D33280,"-22,86119","-43,53471",1775499630000,8,796,1775499640000,1775499655000,2026-04-06 16:20:49
D33202,"-22,89069","-43,43873",1775499631000,7,791,1775499640000,1775499655000,2026-04-06 16:20:49
D33253,"-22,8668","-43,41118",1775499630000,17,737,1775499640000,1775499655000,2026-04-06 16:20:49
D33059,"-22,90142","-43,55688",1775499632000,0,731,1775499640000,1775499655000,2026-04-06 16:20:49
D33226,"-22,89816","-43,55207",1775499629000,18,826,1775499640000,1775499655000,2026-04-06 16:20:49
D33271,"-22,84744","-43,34086",1775499631000,9,926,1775499640000,1775499655000,2026-04-06 16:20:49
D33193,"-22,90749","-43,19019",1775499630000,26,383,1775499640000,1775499655000,2026-04-06 16:20:49
D33206,"-22,87587","-43,41894",1775499632000,0,ESPECIAL,1775499640000,1775499655000,2026-04-06 16:20:49
D33158,"-22,91504","-43,68254",1775499632000,0,756,1775499640000,1775499655000,2026-04-06 16:20:49
D33112,"-22,83053","-43,34524",1775499632000,0,753,1775499640000,1775499655000,2026-04-06 16:20:49
D33327,"-22,84796","-43,38223",1775499631000,13,926,1775499640000,1775499655000,2026-04-06 16:20:49
D33124,"-22,98826","-43,68904",1775499632000,0,757,1775499640000,1775499655000,2026-04-06 16:20:49
D33169,"-22,83067","-43,34514",1775499632000,0,756,1775499640000,1775499655000,2026-04-06 16:20:49
D33282,"-22,87555","-43,46428",1775499632000,0,794,1775499640000,1775499655000,2026-04-06 16:20:49
D33213,"-22,91224","-43,615",1775499631000,19,842,1775499640000,1775499655000,2026-04-06 16:20:49
D33323,"-22,85002","-43,34575",1775499632000,18,926,1775499640000,1775499655000,2026-04-06 16:20:49
D33101,"-22,91622","-43,66881",1775499632000,50,757,1775499640000,1775499655000,2026-04-06 16:20:49
D33005,"-22,87873","-43,42341",1775499633000,43,746,1775499640000,1775499655000,2026-04-06 16:20:49
D33285,"-22,87366","-43,501",1775499632000,28,737,1775499640000,1775499655000,2026-04-06 16:20:49
D33191,"-22,83293","-43,34204",1775499631000,0,770,1775499640000,1775499655000,2026-04-06 16:20:49
D33254,"-22,87845","-43,4918",1775499630000,0,746,1775499640000,1775499655000,2026-04-06 16:20:49
D33306,"-22,90042","-43,57272",1775499632000,15,821,1775499640000,1775499655000,2026-04-06 16:20:49
D33304,"-22,84941","-43,53227",1775499632000,12,826,1775499640000,1775499655000,2026-04-06 16:20:49
D33110,"-22,86129","-43,39282",1775499633000,39,731,1775499640000,1775499655000,2026-04-06 16:20:49
D33202,"-22,89073","-43,43875",1775499633000,11,791,1775499640000,1775499655000,2026-04-06 16:20:49
A29042,"-22,89142","-43,22897",1775499634000,0,473,1775499640000,1775499644000,2026-04-06 16:20:49
A29080,"-22,90992","-43,22115",1775499635000,0,LECD133,1775499640000,1775499644000,2026-04-06 16:20:49
A29213,"-22,97972","-43,20244",1775499634000,0,461,1775499640000,1775499644000,2026-04-06 16:20:49
A29030,"-22,89904","-43,21138",1775499634000,0,161,1775499640000,1775499644000,2026-04-06 16:20:49
A29202,"-22,89129","-43,22899",1775499635000,0,473,1775499640000,1775499644000,2026-04-06 16:20:49
A29124,"-22,96913","-43,18653",1775499635000,0,474,1775499640000,1775499644000,2026-04-06 16:20:49
B71064,"-22,88991","-43,29177",1775499507000,0,238,1775499640000,1775499659000,2026-04-06 16:20:49
A48036,"-22,98522","-43,20818",1775499590000,5,426,1775499640000,1775499670000,2026-04-06 16:20:49
A48151,"-22,97213","-43,18737",1775499636000,0,426,1775499640000,1775499670000,2026-04-06 16:20:49
A48036,"-22,98509","-43,20858",1775499620000,0,426,1775499640000,1775499670000,2026-04-06 16:20:49
A48030,"-22,90984","-43,20496",1775499629000,53,133,1775499640000,1775499670000,2026-04-06 16:20:49
A48146,"-22,96583","-43,21896",1775499573000,0,LECD128,1775499640000,1775499670000,2026-04-06 16:20:49
A48024,"-22,92196","-43,21459",1775499634000,16,426,1775499640000,1775499670000,2026-04-06 16:20:49
A48081,"-22,9386","-43,18323",1775499637000,1,426,1775499640000,1775499670000,2026-04-06 16:20:49
B71068,"-22,90343","-43,25457",1775499629000,34,455,1775499641000,1775499659000,2026-04-06 16:20:49
D33116,"-22,84286","-43,374",1775499634000,9,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33332,"-22,87694","-43,4219",1775499633000,31,383,1775499641000,1775499655000,2026-04-06 16:20:49
D33253,"-22,86673","-43,41121",1775499632000,14,737,1775499641000,1775499655000,2026-04-06 16:20:49
D33164,"-22,97985","-43,70195",1775499632000,11,870,1775499641000,1775499655000,2026-04-06 16:20:49
D33046,"-22,87434","-43,52288",1775499632000,12,790,1775499641000,1775499655000,2026-04-06 16:20:49
D33219,"-22,89826","-43,44069",1775499632000,18,743,1775499641000,1775499655000,2026-04-06 16:20:49
D33182,"-22,87816","-43,49215",1775499633000,5,746,1775499641000,1775499655000,2026-04-06 16:20:49
D33310,"-22,88473","-43,39966",1775499634000,0,741,1775499641000,1775499655000,2026-04-06 16:20:49
D33223,"-22,89141","-43,59415",1775499632000,32,842,1775499641000,1775499655000,2026-04-06 16:20:49
D33278,"-22,89188","-43,3241",1775499634000,6,383,1775499641000,1775499655000,2026-04-06 16:20:49
D33132,"-22,86131","-43,45016",1775499635000,50,757,1775499641000,1775499655000,2026-04-06 16:20:49
D33135,"-22,91993","-43,68176",1775499635000,14,754,1775499641000,1775499655000,2026-04-06 16:20:49
D33209,"-22,88003","-43,4664",1775499633000,14,741,1775499641000,1775499655000,2026-04-06 16:20:49
D33011,"-22,89372","-43,45336",1775499635000,31,794,1775499641000,1775499655000,2026-04-06 16:20:49
D33300,"-22,9014","-43,55691",1775499635000,27,770,1775499641000,1775499655000,2026-04-06 16:20:49
D33234,"-22,8688","-43,48319",1775499635000,2,926,1775499641000,1775499655000,2026-04-06 16:20:49
D33213,"-22,91236","-43,61505",1775499634000,17,842,1775499641000,1775499655000,2026-04-06 16:20:49
D33014,"-22,88201","-43,34997",1775499635000,14,746,1775499641000,1775499655000,2026-04-06 16:20:49
D33052,"-22,88116","-43,32529",1775499634000,0,790,1775499641000,1775499655000,2026-04-06 16:20:49
D33205,"-22,8712","-43,46286",1775499633000,22,743,1775499641000,1775499655000,2026-04-06 16:20:49
D33199,"-22,88162","-43,32537",1775499633000,0,790,1775499641000,1775499655000,2026-04-06 16:20:49
D33115,"-22,91464","-43,68194",1775499635000,0,753,1775499641000,1775499655000,2026-04-06 16:20:49
D33231,"-22,90532","-43,57727",1775499604000,31,893,1775499641000,1775499655000,2026-04-06 16:20:49
D33036,"-22,84491","-43,37657",1775499635000,47,770,1775499641000,1775499655000,2026-04-06 16:20:49
D33099,"-22,85813","-43,50066",1775499636000,72,754,1775499641000,1775499655000,2026-04-06 16:20:49
D33164,"-22,97989","-43,7019",1775499634000,15,870,1775499641000,1775499655000,2026-04-06 16:20:49
D33253,"-22,8667","-43,41129",1775499634000,19,737,1775499641000,1775499655000,2026-04-06 16:20:49
D33251,"-22,86494","-43,41945",1775499634000,49,ESPECIAL,1775499641000,1775499655000,2026-04-06 16:20:49
D33320,"-22,88518","-43,41784",1775499636000,33,SV391,1775499641000,1775499655000,2026-04-06 16:20:49
D33122,"-22,83264","-43,34242",1775499637000,0,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33087,"-22,86532","-43,57168",1775499637000,53,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33152,"-22,90143","-43,55707",1775499638000,0,731,1775499641000,1775499655000,2026-04-06 16:20:49
D33305,"-22,89241","-43,59134",1775499636000,28,841,1775499641000,1775499655000,2026-04-06 16:20:49
D33155,"-22,86805","-43,4701",1775499638000,24,812,1775499641000,1775499655000,2026-04-06 16:20:49
D33231,"-22,90575","-43,57987",1775499634000,37,893,1775499641000,1775499655000,2026-04-06 16:20:49
D33012,"-22,84776","-43,38194",1775499635000,41,926,1775499641000,1775499655000,2026-04-06 16:20:49
D33009,"-22,87551","-43,46187",1775499636000,0,746,1775499641000,1775499655000,2026-04-06 16:20:49
D33172,"-22,91509","-43,68267",1775499638000,0,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33296,"-22,85662","-43,49538",1775499635000,28,771,1775499641000,1775499655000,2026-04-06 16:20:49
D33198,"-22,87776","-43,36248",1775499636000,20,794,1775499641000,1775499655000,2026-04-06 16:20:49
D33079,"-22,85399","-43,38356",1775499636000,2,796,1775499641000,1775499655000,2026-04-06 16:20:49
D33001,"-22,86679","-43,41121",1775499637000,18,926,1775499641000,1775499655000,2026-04-06 16:20:49
D33181,"-22,86545","-43,42553",1775499637000,6,757,1775499641000,1775499655000,2026-04-06 16:20:49
D33301,"-22,87593","-43,41984",1775499636000,0,770,1775499641000,1775499655000,2026-04-06 16:20:49
D33294,"-22,87738","-43,52998",1775499637000,25,771,1775499641000,1775499655000,2026-04-06 16:20:49
D33026,"-22,88173","-43,33006",1775499635000,14,745,1775499641000,1775499655000,2026-04-06 16:20:49
D33131,"-22,88633","-43,6031",1775499635000,24,804,1775499641000,1775499655000,2026-04-06 16:20:49
D33235,"-22,88241","-43,32897",1775499637000,10,794,1775499641000,1775499655000,2026-04-06 16:20:49
D33303,"-22,83216","-43,3428",1775499636000,0,770,1775499641000,1775499655000,2026-04-06 16:20:49
D33277,"-22,8912","-43,55944",1775499636000,16,798,1775499641000,1775499655000,2026-04-06 16:20:49
D33267,"-22,85595","-43,38597",1775499637000,29,737,1775499641000,1775499655000,2026-04-06 16:20:49
D33060,"-22,85379","-43,38361",1775499636000,5,798,1775499641000,1775499655000,2026-04-06 16:20:49
D33182,"-22,8782","-43,4922",1775499636000,9,746,1775499641000,1775499655000,2026-04-06 16:20:49
D33316,"-22,87831","-43,49221",1775499638000,0,746,1775499641000,1775499655000,2026-04-06 16:20:49
D33077,"-22,87918","-43,46884",1775499637000,0,794,1775499641000,1775499655000,2026-04-06 16:20:49
D33213,"-22,9124","-43,61513",1775499636000,15,842,1775499641000,1775499655000,2026-04-06 16:20:49
D33013,"-22,87749","-43,53007",1775499637000,30,798,1775499641000,1775499655000,2026-04-06 16:20:49
D33073,"-22,90293","-43,24987",1775499637000,34,383,1775499641000,1775499655000,2026-04-06 16:20:49
D33001,"-22,86675","-43,41121",1775499638000,17,926,1775499641000,1775499655000,2026-04-06 16:20:49
D33243,"-22,87522","-43,55474",1775499637000,2,770,1775499641000,1775499655000,2026-04-06 16:20:49
D33209,"-22,87996","-43,46637",1775499635000,15,741,1775499641000,1775499655000,2026-04-06 16:20:49
D33162,"-22,86513","-43,4272",1775499640000,20,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33001,"-22,86671","-43,41124",1775499639000,20,926,1775499641000,1775499655000,2026-04-06 16:20:49
D33174,"-22,9766","-43,70297",1775499638000,16,757,1775499641000,1775499655000,2026-04-06 16:20:49
D33111,"-22,92183","-43,6694",1775499638000,0,756,1775499641000,1775499655000,2026-04-06 16:20:49
D33329,"-22,88535","-43,46472",1775499638000,23,794,1775499641000,1775499655000,2026-04-06 16:20:49
D33138,"-22,97815","-43,70422",1775499636000,27,870,1775499641000,1775499655000,2026-04-06 16:20:49
D87865,"-22,83394","-43,26384",1775499630000,68,2336,1775499641000,1775499647000,2026-04-06 16:20:49
D87760,"-22,85248","-43,39113",1775499632000,51,2336,1775499641000,1775499647000,2026-04-06 16:20:49
D17519,"-22,9178","-43,60818",1775499637000,0,2336,1775499641000,1775499647000,2026-04-06 16:20:49
D87753,"-22,91733","-43,6074",1775499640000,0,2336,1775499641000,1775499647000,2026-04-06 16:20:49
B11637,"-22,87376","-43,28357",1775499631000,7,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11506,"-22,89843","-43,27718",1775499633000,0,669,1775499642000,1775499646000,2026-04-06 16:20:49
B11631,"-22,86707","-43,30759",1775499632000,0,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11630,"-22,86716","-43,27167",1775499632000,7,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11638,"-22,84569","-43,37859",1775499635000,0,378,1775499642000,1775499646000,2026-04-06 16:20:49
B11602,"-22,86236","-43,36569",1775499632000,7,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11624,"-22,85445","-43,24756",1775499628000,40,SR300,1775499642000,1775499646000,2026-04-06 16:20:49
C11909,"-22,885","-43,31368",1775499631000,35,2345,1775499642000,1775499646000,2026-04-06 16:20:49
B11571,"-22,92221","-43,2327",1775499634000,0,665,1775499642000,1775499646000,2026-04-06 16:20:49
B11529,"-22,89143","-43,28274",1775499634000,0,650,1775499642000,1775499646000,2026-04-06 16:20:49
B11616,"-22,90162","-43,18005",1775499634000,0,363,1775499642000,1775499646000,2026-04-06 16:20:49
B11525,"-22,8773","-43,33614",1775499635000,16,669,1775499642000,1775499646000,2026-04-06 16:20:49
B11550,"-22,83891","-43,35",1775499635000,16,362,1775499642000,1775499646000,2026-04-06 16:20:49
B11562,"-22,84025","-43,3385",1775499634000,18,362,1775499642000,1775499646000,2026-04-06 16:20:49
B11613,"-22,90385","-43,18662",1775499634000,0,363,1775499642000,1775499646000,2026-04-06 16:20:49
B11513,"-22,8049","-43,36287",1775499633000,0,669,1775499642000,1775499646000,2026-04-06 16:20:49
B11636,"-22,90959","-43,23631",1775499635000,38,SV363,1775499642000,1775499646000,2026-04-06 16:20:49
B11569,"-22,86809","-43,25599",1775499636000,0,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11633,"-22,86196","-43,2573",1775499636000,50,908,1775499642000,1775499646000,2026-04-06 16:20:49
B11536,"-22,89003","-43,22361",1775499635000,11,300,1775499642000,1775499646000,2026-04-06 16:20:49
B11629,"-22,8821","-43,32502",1775499635000,0,908,1775499642000,1775499646000,2026-04-06 16:20:49
C11906,"-22,8891","-43,36229",1775499633000,36,2345,1775499642000,1775499646000,2026-04-06 16:20:49
B11582,"-22,90014","-43,23462",1775499637000,11,665,1775499642000,1775499646000,2026-04-06 16:20:49
B11523,"-22,87152","-43,31124",1775499637000,31,651,1775499642000,1775499646000,2026-04-06 16:20:49
B11508,"-22,86443","-43,35906",1775499636000,38,669,1775499642000,1775499646000,2026-04-06 16:20:49
C27028,"-22,85289","-43,25799",1775499630000,25,940,1775499642000,1775499651000,2026-04-06 16:20:49
B27051,"-22,88885","-43,29863",1775499631000,0,639,1775499642000,1775499651000,2026-04-06 16:20:49
C27018,"-22,84188","-43,29921",1775499632000,33,355,1775499642000,1775499651000,2026-04-06 16:20:49
B27155,"-22,81329","-43,30125",1775499631000,53,774,1775499642000,1775499651000,2026-04-06 16:20:49
B27149,"-22,89473","-43,25562",1775499631000,0,629,1775499642000,1775499651000,2026-04-06 16:20:49
B27103,"-22,82803","-43,31999",1775499632000,0,940,1775499642000,1775499651000,2026-04-06 16:20:49
B27042,"-22,91106","-43,27035",1775499632000,16,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27228,"-22,83593","-43,31795",1775499633000,25,LECD144,1775499642000,1775499651000,2026-04-06 16:20:49
B27106,"-22,82467","-43,33267",1775499633000,0,629,1775499642000,1775499651000,2026-04-06 16:20:49
C27057,"-22,83965","-43,23947",1775499629000,0,975,1775499642000,1775499651000,2026-04-06 16:20:49
C27073,"-22,80747","-43,32743",1775499633000,0,LECD142,1775499642000,1775499651000,2026-04-06 16:20:49
B27190,"-22,82292","-43,32025",1775499634000,0,LECD142,1775499642000,1775499651000,2026-04-06 16:20:49
B27047,"-22,89193","-43,29019",1775499630000,0,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27125,"-22,80731","-43,32736",1775499633000,0,774,1775499642000,1775499651000,2026-04-06 16:20:49
C27128,"-22,86043","-43,32965",1775499633000,0,LECD142,1775499642000,1775499651000,2026-04-06 16:20:49
B27184,"-22,83717","-43,32507",1775499635000,20,LECD142,1775499642000,1775499651000,2026-04-06 16:20:49
B27092,"-22,80613","-43,32512",1775499633000,24,774,1775499642000,1775499651000,2026-04-06 16:20:49
B27235,"-22,89008","-43,24733",1775499633000,37,630,1775499642000,1775499651000,2026-04-06 16:20:49
B27110,"-22,81543","-43,31068",1775499634000,11,639,1775499642000,1775499651000,2026-04-06 16:20:49
C27091,"-22,81688","-43,3018",1775499634000,0,355,1775499642000,1775499651000,2026-04-06 16:20:49
B27141,"-22,86875","-43,33497",1775499633000,29,639,1775499642000,1775499651000,2026-04-06 16:20:49
C27038,"-22,80825","-43,32571",1775499633000,16,LECD142,1775499642000,1775499651000,2026-04-06 16:20:49
B27014,"-22,84673","-43,30408",1775499635000,33,975,1775499642000,1775499651000,2026-04-06 16:20:49
B27249,"-22,87187","-43,2482",1775499635000,55,315,1775499642000,1775499651000,2026-04-06 16:20:49
C27004,"-22,87681","-43,33588",1775499634000,0,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27178,"-22,84711","-43,34026",1775499635000,22,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27087,"-22,81696","-43,30219",1775499635000,0,975,1775499642000,1775499651000,2026-04-06 16:20:49
B27105,"-22,81681","-43,30164",1775499637000,0,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27099,"-22,81677","-43,30197",1775499635000,0,265,1775499642000,1775499651000,2026-04-06 16:20:49
C27021,"-22,83862","-43,30132",1775499635000,20,928,1775499642000,1775499651000,2026-04-06 16:20:49
B27143,"-22,83734","-43,27657",1775499636000,0,630,1775499642000,1775499651000,2026-04-06 16:20:49
C27034,"-22,80987","-43,32723",1775499635000,27,639,1775499642000,1775499651000,2026-04-06 16:20:49
B27214,"-22,8375","-43,3096",1775499637000,33,LECD145,1775499642000,1775499651000,2026-04-06 16:20:49
B27237,"-22,85566","-43,31137",1775499636000,44,629,1775499642000,1775499651000,2026-04-06 16:20:49
B27236,"-22,82719","-43,31713",1775499636000,22,905,1775499642000,1775499651000,2026-04-06 16:20:49
B27006,"-22,81776","-43,3018",1775499637000,0,SR355,1775499642000,1775499651000,2026-04-06 16:20:49
B27152,"-22,82706","-43,31693",1775499637000,16,774,1775499642000,1775499651000,2026-04-06 16:20:49
C27046,"-22,8592","-43,32208",1775499634000,1,940,1775499642000,1775499651000,2026-04-06 16:20:49
B27140,"-22,90658","-43,19481",1775499638000,29,292,1775499642000,1775499651000,2026-04-06 16:20:49
C27090,"-22,82533","-43,33215",1775499636000,0,905,1775499642000,1775499651000,2026-04-06 16:20:49
C27067,"-22,86384","-43,33316",1775499637000,24,975,1775499642000,1775499651000,2026-04-06 16:20:49
B27109,"-22,81131","-43,32993",1775499636000,0,775,1775499642000,1775499651000,2026-04-06 16:20:49
B27040,"-22,91461","-43,26343",1775499638000,37,639,1775499642000,1775499651000,2026-04-06 16:20:49
C27023,"-22,92422","-43,25798",1775499638000,48,607,1775499642000,1775499651000,2026-04-06 16:20:49
